user,text,date,emotion,sentiment,Negative,Categoria
@OnlyIDKIDC,"Jmn es más fuerte, ágil y capaz de todas ustedes juntas, de qué cresta me están hablando...","Jan 6, 2024 · 3:43 AM UTC",responsive,,,
@chompi716992802,"Carlos Saúl Menem estimaba que dolarizar duraría de 6 a 10 años. Meses duro luego y vino el pacto de olivos. Está generación libertaria lo va a hacer más ágil. Dejen de dimar zurdos y comiencen a invertir. VIVA LA LIBERTAD, CARAJOOOO. confío mucho en nuestro sr, presidente Milei","Jan 6, 2024 · 3:19 AM UTC",responsive,,,
@__mel1na7,"Por qué uno se maravilla más cuando ve una estrella fugaz, teniendo muchas ahí quietas? A veces lo fugaz es un sentimiento corto pero explosivo, intenso y a la vez ágil","Jan 6, 2024 · 1:47 AM UTC",responsive,,,
@MamboReady4,"En la vida hay que estar ágil, no agilipollao.","Jan 5, 2024 · 10:49 PM UTC",responsive,,,
@pr_ludwing,"Estudiar Teología no debería ser sinónimo de volverse arrogante.   Pidamos al Señor:  «Dios mío, dame una mente ágil, una vida disciplinada, y un corazón humilde. Qué mi Teología me lleve a la Doxología. Qué las verdades en mi mente se conviertan realidad en mi corazón».","Jan 5, 2024 · 10:33 PM UTC",responsive,,,
@zharick_bueno,Yo solo pido que mañana sea la más ágil del mundo y que el turno se pase volando 😢,"Jan 5, 2024 · 10:07 PM UTC",responsive,,,
@AchillesNoTAgil,Picante picante picaaaanteeeee,"Jan 5, 2024 · 10:03 PM UTC",responsive,,,
@ulver_d,"Es imposible la gestión ágil en entornos que contengan esquemas verticales de poder. La agilidad surge en esquemas organizacionales horizontales, las empresas dominicanas están arrolladas en culturas organizacionales verticales y de mañas burocráticas sin sentido.","Jan 5, 2024 · 8:45 PM UTC",responsive,,,
@AgilGato,"-Tardes ya, me dijo la del gym :3","Jan 5, 2024 · 7:15 PM UTC",responsive,,,
@mcylovin,soy el Mas agil en el calabozo,"Jan 5, 2024 · 6:36 PM UTC",responsive,,,
@_Agussacevedo,Rogando por que mi corazón no se ilusione rápido otra vez🙏🏻🙏🏻🙏🏻,"Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@gabycoronado_20,Que gusto tan culposo de manejar rápido 🤪,"Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@hemofilias,Nunca resolví tan rápido,"Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@meeeerl13,Que rápido volviste a buscar su consuelo,"Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@aanmicuar,"ni modo, tocó independizarse rápido","Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@casanasofi,not me llorando porque no puedo creer lo rápido que creci,"Jan 6, 2024 · 3:44 AM UTC",responsive,,,
@xiomigmz,tan rápido me va a crecer el flequillo dios,"Jan 6, 2024 · 3:43 AM UTC",responsive,,,
@andrea_fdz1,todo sería mejor y más rápido si este año no fuera bisiesto ✊🏿,"Jan 6, 2024 · 3:43 AM UTC",responsive,,,
@xCharitxsSonnx,"—Y... Ahí se había quedado. Las llamas estaban haciendo su trabajo; pero no lo suficientemente rápido para su estado. Su piel estaba pálida, al tiempo que comenzaba a resentirse de sus heridas cuando la adrenalina dejó de ser bombeada. El corte en su cuello le +","Jan 6, 2024 · 3:43 AM UTC",responsive,,,
@hyuckwonito,pq mi humir cambia tan rápido,"Jan 6, 2024 · 3:42 AM UTC",responsive,,,
@_anarella,Que tiene como casi dos horas viéndose la espalda jusjsksjs y casi que siendo más flexible que yo solo para vérselo JAJAJAJS es súper raro ayuda saquenme de aquí,"Jan 6, 2024 · 3:04 AM UTC",responsive,,,
@UnaBarbiePink,El placer de relacionarte con una persona que tiene una mentalidad flexible y abierta. Nada peor que interactuar con alguien que no puede ver más allá de su propia realidad.,"Jan 5, 2024 · 9:16 PM UTC",responsive,,,
@bugueno_aldo,"Creo q el error fue de fórmula, se necesita a Villarruel en la presidencia, se necesita un Estado más flexible; Milei garantiza un torniquete, q puede ayudar en algunas fracturas, pero la de Argentina es expuesta y más q tiranía, necesita mesura y sensatez.","Jan 5, 2024 · 8:49 PM UTC",responsive,,,
@juanjav82324942,FUE MÁS EL BOLOGNA EN ESTE PRIMER TIEMPO PERO EL GOL LO ANOTÒ EL GENOA ⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽SALIERON PARCIALMENTE SILBADOS SUS JUGADORES POR EL PÚBLICO QUE FUE FLEXIBLE,"Jan 5, 2024 · 8:33 PM UTC",responsive,,,
@AriadnaBarrera,El placer de relacionarte con una persona que tiene una mentalidad flexible y abierta. Nada peor que interactuar con alguien que no puede ver más allá de su propia realidad.,"Jan 5, 2024 · 7:13 PM UTC",responsive,,,
@Giorossom,"Soy implacable y cero flexible cuando de sostener lo justo se trata. Al pan, pan, y al vino, vino.","Jan 5, 2024 · 7:09 PM UTC",responsive,,,
@dosisdeentreno,👑 Decir que NO a ese trozo de roscón no te va a hacer que pierdas grasa de golpe. Es preferible que lo disfrutes si te apetece y pases un buen rato en compañía de tus seres queridos. Recuerda que para ser constante necesitas un plan flexible,"Jan 5, 2024 · 6:59 PM UTC",responsive,,,
@ponchotejero,"Según Don Fernando Swartz (respetado comentarista y analista deportivo) y un sujeto que de cerebro tiene una nuez, en el minuto 1 de soccer, en favor del espectáculo, el reglamento es flexible y se puede pegar sabroso, ya más avanzado el partido ya no. Vaya cosa! Estamos jodidos","Jan 5, 2024 · 6:51 PM UTC",responsive,,,
@Alej_quinte,Mi mente es flexible.,"Jan 5, 2024 · 4:35 PM UTC",responsive,,,
@rooooxaana,El placer de relacionarte con una persona que tiene una mentalidad flexible y abierta. Nada peor que interactuar con alguien que no puede ver más allá de su propia realidad.,"Jan 5, 2024 · 4:30 PM UTC",responsive,,,
@girassoulie,"ᅠᅠᅠᅠᅠᅠᅠᅠᅠ ᅠᅠᅠᅠᅠᅠᅠᅠᅠ Hola. Ya volví y en un rato me pondré al corriente con los dms o por lo menos hasta donde me alcance la mente para responder roles. Por lo pronto, ¿Ya me siguen en candado? Si no, ¿qué esperan? @frmvlt  ᅠᅠᅠᅠᅠᅠᅠᅠᅠ  ᅠᅠᅠᅠᅠᅠᅠᅠᅠ","Jan 6, 2024 · 3:29 AM UTC",responsive,,,
@arriagadaf229,"A mi no me cae bien el personaje o la personalidad de Rosinay ojalá se vaya pronto, pero ahí a llamarla ""retrasada"" como lo hizo Isabel es pasarse como 3 pueblos. Para mi lo único que puede salvar a Rosina es que comience a responder y se ponga vivaldi  #GranHermano","Jan 6, 2024 · 2:05 AM UTC",responsive,,,
@SimAlex_4,"Holi gentecilla! Para un vídeo que grabaré pronto me gustaría responder a algunas preguntas que tengais sobre mí, el canal, opiniones... Dejarmelas por aquí o por instagram y las responderé! ✨","Dec 30, 2023 · 12:35 PM UTC",responsive,,,
@bodys_brunette,"Tenemos muchos mensajes represados y un inconveniente para responder, lo más pronto posible estaremos respondiéndole a todos, les pedimos excusas 🥺🫶🏼","Dec 29, 2023 · 3:01 PM UTC",responsive,,,
@Alina_Gag,"He estado un poco desconectada estos días, necesitaba mucho un pequeñito break en estos días que son emocionales para mí 🩷  Por eso me he tardado en responder, pero prometo pronto hacerlo 🧡","Dec 26, 2023 · 4:42 PM UTC",responsive,,,
@egypiter,"| Estoy re enfermo. Aunque ya pronto me pasará. No tengo mucha energía para responder tanto, mil disculpas.","Dec 26, 2023 · 11:47 AM UTC",responsive,,,
@infrative,"La cantidad de códigos que he roto este año.  ¿Ha valido la pena? Es muy pronto para responder eso, espero.","Dec 23, 2023 · 2:34 AM UTC",responsive,,,
@des0rientados,"—— No lloren, carajo. Ya pronto tendré tiempo para responder dm/rol.   Está alucinando.","Dec 17, 2023 · 2:14 AM UTC",responsive,,,
@ngctaway,"Abriría la boca para responder a la cuestión. Vuelve a cerrarla tan pronto opuesta admite la irrelevancia a la misma. Sobre el nombre...se incluye en el poco profesionalismo.  “Son las consecuencias de la misma /guerra/. Bienvenido a ella, Hot Rod.” los ópticos van al contacto »","Dec 16, 2023 · 11:22 AM UTC",responsive,,,
@ilSognoSempre,"Estaba con el cel quedándome dormida y de pronto le di ENVIAR MENSAJE a un vendedor de Marketplace DE MOTOS PARA NIÑOS, me acaba de responder y no sé cómo explicarle que no fue mi intención. ¿Me creerá loca si le digo la verdad?","Dec 10, 2023 · 10:38 PM UTC",responsive,,,
@JulianLeon0,"Bueno, con record negativo, con un montón de dudas como equipo, probablemente sin coach o con el plantel dinamitado próximamente.. 2024 no arranca bien para Lakers, hay que actuar y rápido, DALE PELINKA.","Jan 4, 2024 · 5:24 AM UTC",responsive,,,
@Chavista0101,"#VenezuelaIndetenible 🇲🇽🇺🇸 Un nuevo récord en la llegada de migrantes a la frontera México-EEUU tiene contra las cuerdas al presidente Joe Biden, quien enfrenta presiones para actuar rápido.","Jan 4, 2024 · 1:04 AM UTC",responsive,,,
@DaiichiSankyoES,Actuar rápido ante un #ictus es fundamental para la supervivencia y la disminución de las secuelas. Los hospitales afirman que los ictus cada vez son más frecuentes en menores de 55 años. ¿A qué se debe este crecimiento?   🧠El estilo de vida y el estrés 💊El consumo de drogas,"Jan 3, 2024 · 12:32 PM UTC",responsive,,,
@FLAMESOFANGER,"— No tuvimos opción,  me temo que su Príncipe se encontraba obnubilado y cegado por la rabia e impotencia, tanto que no pudo controlar sus acciones. Teníamos que actuar rápido para evitar daños mayores.","Jan 1, 2024 · 7:26 PM UTC",responsive,,,
@ii_brisa,"Fijate la inutilidad de nuestros @DiputadosAR que se toman 25 dias para sesionar sobre las presentaciones de Milei. Menos mal que tenemos q actuar rapido para reconatruir el pais !!!... UDS NO SIRVEN, SON PERDIDA DE TIEMPO Y DINERO, x eso se necesitan los DNU.","Dec 28, 2023 · 5:49 PM UTC",responsive,,,
@Cacol_Dgfm,"Para eso eres bueno para actuar rápido y emocionarte y emocionarme, pero para cosas bonitas no","Dec 28, 2023 · 3:13 AM UTC",responsive,,,
@AraFrancovich,"Hoy en el hospital, mi paciente casi se shockea por una hemorragia y me tuve q pelear con 5 personas en cuestión de media hora para actuar rápido. Mi cabeza no se explica como hay gente que en vez de colaborarte, estorba","Dec 27, 2023 · 10:18 PM UTC",responsive,,,
@GabsFlaminghot,"Quería, aún quiero culparte no solo por cómo me trataste, también por la forma que me dejaste ir, rápido y sin dudarlo, no justifico tu actuar, pero reconozco que muchos días yo solita me rompí el corazón, queriendo ser esa persona para ti y que tú fueras para mí","Dec 27, 2023 · 12:11 AM UTC",responsive,,,
@ElMachoCabriao,"Hoy he tenido una descompensación con mareos, nauceas, palpitaciones y adormecimiento. Desplome súbito, por suerte tengo una hermana preparada para actuar rapido y me llevaron a que me asistieran. Salí con azucar alta, baja de presión repentina, ahora debo esperar examenes.  ->","Dec 26, 2023 · 2:56 AM UTC",responsive,,,
@AragonEquity,"Los malos evolucionaron demasiado. Hallaron formas de actuar demasiado rápido con mucha efectividad. Con candados, protecciones, blindajes, estando 2 pasos delante de los buenos. No basta la democracia y el diálogo para equilibrar esto. A esto se debe el colapso actual.","Dec 25, 2023 · 10:34 PM UTC",responsive,,,
@MennyValdz,Ninguna autoridad reconoce que hay trata de blancas en la zona sur de tamaulipas Salen en contenedores del puerto de madero rumbo al oriente TIPO PELICULA  Lo hemos denunciado decenas de veces y nadie resuelva NI @fgcabezadevaca ni @Dr_AVillarreal,"Jan 6, 2024 · 3:42 AM UTC",responsive,,,
@itsmenefertari,Quien vergas quiere entrar a mi twitter que me manda la alerta,"Jan 6, 2024 · 3:42 AM UTC",responsive,,,
@MennyValdz,Ahorita hay desaparecidas 2 jovenes #Mante #Tamaulipas y una en #Madero  les recomiendo poner la denuncia antes las autoridades correspondiente Para que queden antecedentes Probablemente un policia se ofrezca a negociar la liberacion Es el MODUS OPERANDI de POLICIA y DELINCUENTE,"Jan 6, 2024 · 3:35 AM UTC",responsive,,,
@ctnewsweb,Alerta en aeropuerto de Mar del Plata habria un siniestro con avion Boeing 737.,"Jan 6, 2024 · 3:26 AM UTC",responsive,,,
@ctnewsweb,"Alerta urgente. El viento ha causado caidas de arboles, postes de electricidad. Importantes destrozos en Huinca Renanco y zona.","Jan 6, 2024 · 3:22 AM UTC",responsive,,,
@MennyValdz,Delincuencia en Mexico llegò para quedarse Como simpre hemos dicho -Los valores morales y el temor a dios (q era lo que frenaba a muchisma gente SE HAN PERDIDO Se gana mas X pasar 1 indocumentados 10milUSD (No ha subido en 10 años) que vender droga ADEMAS SI EXTORSIONA a FAM es +,"Jan 6, 2024 · 3:19 AM UTC",responsive,,,
@flomoran_,"Hasta cuándo verga vamos a vivir bajo alerta de tormentas, estoy arta","Jan 6, 2024 · 3:03 AM UTC",responsive,,,
@_jump_onew,ALERTA DE NUEVO MV DE MINHO,"Jan 6, 2024 · 3:02 AM UTC",responsive,,,
@SilvioArnaudoOK,"⚠ habemus  alertas que incluyen a Villa María y zona (dptos. Gral San Martín, Unión y Marcos Juárez).  Información oficial:  Alerta por tormenta - nivel Amarillo.  Vigencia: sábado entre las 0hs y las 6hs, y entre las 18 y la medianoche. También domingo entre las 12 y las 18hs","Jan 6, 2024 · 3:02 AM UTC",responsive,,,
@AlertaNews24,🇯🇵 | URGENTE: El número de muertos por el terremoto de Japón llega a 100 y más de 200 personas siguen desaparecidas.,"Jan 6, 2024 · 2:56 AM UTC",responsive,,,
@KouuwzkaWAA,"Wjiwjw hoy cuando fui a la librería para comprarme el libro le dije a lla señora que quería ""la novela gráfica de los ojos de plata"" xq estaba medio nervioso y pensé que no me iba a entender pero si lo agarro bien rápido y era muy tierna 😭😭 la quiero señora","Jan 6, 2024 · 1:40 AM UTC",responsive,,,
@nutricionaesg,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 5, 2024 · 9:28 AM UTC",responsive,,,
@AMOTTAPTY,"• Para entender el mundo, lee.  • Para entenderte a ti mismo, escribe. • Para aprender más rápido, diviértete.  • Para pensar con más claridad, medita. • Para ayudar a la gente, ayúdate a ti mismo.  • Para mejorar tu estado de ánimo, haz ejercicio.  #TodosSomosUno","Jan 5, 2024 · 6:18 AM UTC",responsive,,,
@cguspamplona,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.","Jan 5, 2024 · 6:13 AM UTC",responsive,,,
@otejada04,"✅Para entender el mundo, lee.  ✅Para entenderte a ti mismo, escribe.  ✅Para aprender más rápido, diviértete.  ✅Para pensar con más claridad, medita.  ✅Para ayudar a la gente, ayúdate a ti mismo.  ✅Para mejorar tu estado de ánimo, haz ejercicio.","Jan 5, 2024 · 4:04 AM UTC",responsive,,,
@alex_5lopez,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 5, 2024 · 1:20 AM UTC",responsive,,,
@eL_Naatu,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 4, 2024 · 11:30 PM UTC",responsive,,,
@Momentodpensar_,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 4, 2024 · 7:49 PM UTC",responsive,,,
@CarolConCDeCasa,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 4, 2024 · 7:03 PM UTC",responsive,,,
@ElArteDeVivir__,"Para entender el mundo, lee.  Para entenderte a ti mismo, escribe.  Para aprender más rápido, diviértete.  Para pensar con más claridad, medita.  Para ayudar a la gente, ayúdate a ti mismo.  Para mejorar tu estado de ánimo, haz ejercicio.","Jan 4, 2024 · 7:00 PM UTC",responsive,,,
@JosueBelmonte4,"""El #nocode está en auge 📈. Permite a las empresas resolver problemas rápido y eficiente. Olvídate del código complicado, con el #nocode, todos pueden ser creadores 💼💡. Los días futuros son para los constructores no-code! #nocodeeselfuturo #elfuturoeshoy 🚀""","Jan 2, 2024 · 10:00 PM UTC",responsive,,,
@MarIA_ES23,¡Descubre el poder de María! 💪🤖 Conviértete en el rey de la productividad utilizando mi inteligencia artificial para resolver tus tareas cotidianas más rápido y eficientemente. 🚀 #AsistenteVirtual #Productividad #Tecnología #AteneaLabs,"Dec 31, 2023 · 1:34 AM UTC",responsive,,,
@MatiMow,La velocidad y la profundidad de las medidas obliga a que PJ se tenga que reordenar mucho más rápido que en otras derrotas electorales. Y el primer paso para cualquier reordenamiento es resolver el temita de tener un presidente del partido que vive en otro país.,"Dec 29, 2023 · 7:22 PM UTC",responsive,,,
@angelahidalgov,En Trujillo y en todo el Perú .. te chocan … y el tiempo de espera para resolver una denuncia es de 10 meses 😂 cuando si hubieran cámaras en la calles fuera más rápido crj … aquí soñando jajaj  #mpt,"Dec 29, 2023 · 2:22 AM UTC",responsive,,,
@nitandamaa,"marico que arrechera cuando uno hace el trabajo de uno bien y en el momento que se lo piden, pero cuando espero algo de la otra persona no le veo interés ni siento que se mueva para resolver rápido lo que le toca hacer","Dec 28, 2023 · 4:13 PM UTC",responsive,,,
@sma_smile,Si pueden resolver casos tan rápido como la muerte de cancerbero 🤔permitame l pregunta¿ y la búsqueda de Aisami para cuando ? ¿Por que no lo consiguen o lo están escondiendo ?,"Dec 27, 2023 · 12:54 AM UTC",responsive,,,
@enemelthree,la manera en la el sea of stars me hace pensar súper rápido para resolver todo... adoro no puedo parar de jugar no quiero que se acabe nunca✨️💘,"Dec 26, 2023 · 2:07 AM UTC",responsive,,,
@lcchacon21,"Independientemente de las falencias estructurales expuestas en esta Nochebuena, quiero expresar mi agradecimiento a los hombres y mujeres de ETESA e IDAAN que TRABAJARON hoy para atender, coordinar, y resolver tan rápido. Muchas gracias compatriotas por su servicio.","Dec 25, 2023 · 1:09 AM UTC",responsive,,,
@calmencitaa,Deje para última hora un regalo que tenía en mente y hoy le vi el precio y es carísimo que se sale de mi presupuesto y ahora tengo que resolver otra cosa rápido o comprar eso que voy a hacer,"Dec 22, 2023 · 1:13 AM UTC",responsive,,,
@DavidAlternativ,"Que rápido limpian las denuncias de las paredes, ojalá esa misma preocupación y eficiencia fuera dispuesta para resolver los casos de V.B.G","Dec 20, 2023 · 7:19 PM UTC",responsive,,,
@sofirosas_40,"con un vasito en la mano y el cuerpo siento cansado, fumando voy relajado","Jan 6, 2024 · 3:42 AM UTC",relaxed,,,
@jegoncas,Estoy tan relajado con las gomitas de CBD qué apenas sentí el temblorcirto..  Hoy ha sido un corre corre para mañana Día de Reyes..,"Jan 6, 2024 · 3:23 AM UTC",relaxed,,,
@moncho05011,Relajado que yo no las quiero para ping,"Jan 6, 2024 · 3:23 AM UTC",relaxed,,,
@Riioss__,Hace 6 años no sabía que era estar los primeros 10 días de enero en la perla tan relajado y descansando en la house. Demasiado agradecido por todo.  🛠️⚙️,"Jan 6, 2024 · 3:10 AM UTC",relaxed,,,
@AldoGuzman03,Ya fume una séquita del faisán y ahora a mimir relajado 😪,"Jan 6, 2024 · 3:04 AM UTC",relaxed,,,
@DJ_EliasT,GANAMOS ESA MIEEEEEEERDA!!! 🔥🦁⚾🦁🔥 QUE JUEGAZO  @leones_cbbc no va a dejar que uno vea un juego relajado!!!   Vamo' Arriba!!! 🔥🦁⚾🦁🔥,"Jan 6, 2024 · 2:55 AM UTC",relaxed,,,
@nanyfrias11,Saltando de apoco ala pile sin agua xd sin miedo relajado,"Jan 6, 2024 · 2:54 AM UTC",relaxed,,,
@fisiologiaucsa,"Estoy en Ocumare de la costa,leyendo algo, relajado. Será Vino, Ron o una cerveza ?","Jan 6, 2024 · 2:09 AM UTC",relaxed,,,
@JULIANAAAE_,"Jueputa no se de que estoy cansada o q si literalmente mi trabajo es lo más relajado del mundo, solo se q todo el tiempo quiero dormir","Jan 6, 2024 · 2:01 AM UTC",relaxed,,,
@germanJVergara1,Jajajaja ombe si yo estaba era relajado ahí,"Jan 6, 2024 · 1:56 AM UTC",relaxed,,,
@lorelatorre13,"Amo el olor a Hierba Luisa, me ha calmado bastante 🥹","Jan 6, 2024 · 3:05 AM UTC",relaxed,,,
@Lariitwo,"De las cosas que me han llenado y calmado, es haber hablado con David. No recuerdo cuánto tiempo tenía de no hablar con alguien así ❤️","Jan 6, 2024 · 2:31 AM UTC",relaxed,,,
@jongssoul,"holaa, finally twitter está más calmado","Jan 6, 2024 · 2:24 AM UTC",relaxed,,,
@ULIRB24,Eh calmado Ogt como que Powerlifter si tú PR en sentadilla libre es lo que cargo en pecho🤣🫵🏽,"Jan 6, 2024 · 1:15 AM UTC",relaxed,,,
@YurikkoAkemi,"Adoro al dúo lima-limón, son un mar de risas y Q se ve tan comfy con R. Charlan, pelean (de chill) y sobretodo Q se oye más sincero y calmado cuando charla con él.  Los quiero mucho, que feliz me hizo este stream ❤️‍🩹","Jan 6, 2024 · 12:52 AM UTC",relaxed,,,
@nvraly,"¿podía llegar a ser tan delicado? por qué tomaría entonces el camino completamente distinto y destrozar cualquier suavidad.  —ajá, calmado como ahora supongo.  en su tono reflejaba duda, sarcasmo que contrastaba sus palabras con su mensaje.  —¿qué podría hacer yo en un lugar ›","Jan 6, 2024 · 12:30 AM UTC",relaxed,,,
@nvraly,"comprende, Akira es como un perro que necesita espacio para correr o se comienza a angustiar. apuntado para próximos exámenes.  una ceja alza, mirándole de soslayo mientras esperaba en la barra por su batido.  —¿ya te has calmado?  no esperaba verle tomando té. ni nada en ›","Jan 6, 2024 · 12:13 AM UTC",relaxed,,,
@Nuby_03,"Tengo semanas con una alergia, se me habia calmado todo, decido volver a usar mi bubba y vuelve la alergia... Que me esta ocasionando la alergia?  El bubba🙃🙃🙃","Jan 6, 2024 · 12:07 AM UTC",relaxed,,,
@Crisenjapon,Intentar no quedarse dormida en el tren cuando te levantas a las 7am después de haberte acostado a las 2am casi es un reto...🥲🥲 Espero que hoy ya se haya calmado un poco la cosa y no venga tanta gente.,"Jan 6, 2024 · 12:07 AM UTC",relaxed,,,
@L1ONG4TE,"""¿Ahora es cuando te rompo la columna para que te la chupes tú mismo?""  Alzó sus cejas con una sonrisa. Lo dijo en un tono tan calmado, como de costumbre, que apenas sonaba a amenaza sino más bien una burla. No tenía miedo de pedir perdón. Pero no pensaba que debía hacerlo.","Jan 5, 2024 · 11:57 PM UTC",relaxed,,,
@serenowtf,Estoy parolo o como se dice cuando llevas buen rato de pié. 🤣,"Jan 6, 2024 · 3:37 AM UTC",relaxed,,,
@_littlecupcake5,Mk ahora si me mareo con una copa y el sereno jajaja amo haber dejado de tomar 😂,"Jan 6, 2024 · 1:40 AM UTC",relaxed,,,
@Weroft,"Es tan irónica la vida, mi trabajo radica en subir fotos y videos y hacer interesante y relevante la vida de otras personas, mientras guardo un completo silencio sobre la mía.","Jan 6, 2024 · 1:22 AM UTC",relaxed,,,
@Andreit50861657,Agarrece oyó papito,"Jan 6, 2024 · 12:34 AM UTC",relaxed,,,
@na_tus,"Buena conferencia de nuestro DT, muy centrado, sereno y serio.  Me quiero ilusionar.","Jan 6, 2024 · 12:28 AM UTC",relaxed,,,
@andreww_diaz,Hoy nuevamente tengo que agradecerle a Dios por iluminarme y mantenerme sereno. Nunca me deja solo ❤️🙏🏻,"Jan 5, 2024 · 11:52 PM UTC",relaxed,,,
@suverbloed,q viernes tan sereno (aburrido,"Jan 5, 2024 · 11:15 PM UTC",relaxed,,,
@WookieSereno,lrt Tengo impresiones/opiniones muy similares respecto a la época Chibnall/Whittaker de Doctor Who.,"Jan 5, 2024 · 10:43 PM UTC",relaxed,,,
@vrtoni,"Con los camellos, el sereno y …. @PitiHurtado @LaloAlzueta","Jan 5, 2024 · 10:29 PM UTC",relaxed,,,
@tal_domat0s08,Sereno ent,"Jan 5, 2024 · 10:04 PM UTC",relaxed,,,
@ledafolle,"La noche estaba apacible y fresca, pero ya asomò la lluvia 🌧🌧, ayer lloviò y cayò 28 ml. de agua lluvia. Como dicen los españoles joder joder 🤣🤣","Jan 6, 2024 · 2:20 AM UTC",relaxed,,,
@aislamient0,"Ah, ojalá poder guardar el día de hoy en un lugar de mi cabeza que pueda verlo siempre y volver a sentirme igual de apacible y feliz.","Jan 6, 2024 · 2:20 AM UTC",relaxed,,,
@dthloyal,"Por primera vez, indagaciones rondan dentro de la psique del azabache. Una imperiosa sensación lo instiga a desplazarse el dorso de la extremidad contra las hileras rebeldes de su prolongada cabellera, cual crío inquieto. En medio del apacible monólogo del cobrizo, la ».","Jan 6, 2024 · 1:23 AM UTC",relaxed,,,
@Migue_CD,"Es una día fantastico hoy, todo fluye constante y apacible.","Jan 5, 2024 · 4:06 PM UTC",relaxed,,,
@KevinPilay2,"Sois prontos en cometer iniquidad, pero lentos en recordar al Señor vuestro Dios. Habéis visto a un ángel; y él os habló; sí, habéis oído su voz de cuando en cuando; y os ha hablado con una voz apacible y delicada, pero habíais dejado de sentir,  1 Nefi 17:45","Jan 5, 2024 · 12:00 PM UTC",relaxed,,,
@AlmeryzDv,"""De manera apacible, se puede sacudir el mundo"" MG","Jan 4, 2024 · 6:53 PM UTC",relaxed,,,
@Lucrebasaglia,"Es impresionante el odio q me generan los caniches; ladran PORQUE SÍ, en cualquier situación, incluso donde reina una calma apacible. Son ratas sin rostro que no sirven para nada. No son perros, son un adefesio genético creado exclusivamente para satisfacer viejas de departamento","Jan 4, 2024 · 2:25 PM UTC",relaxed,,,
@sergiotuitero,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""   -Jim Carrey","Jan 4, 2024 · 11:51 AM UTC",relaxed,,,
@juan_aranda0,"""La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía."" -Jim Carrey","Jan 4, 2024 · 11:40 AM UTC",relaxed,,,
@Soymariancas,"La soledad es peligrosa. Es muy adictiva. Se convierte en un hábito cuando te das cuenta de lo tranquila y apacible que es. Es como si ya no quisieras tratar con las personas porque te agotan la energía.""  -Jim Carrey","Jan 4, 2024 · 10:57 AM UTC",relaxed,,,
@Beltran_Jose,Ya se viene la carrera respectiva al malo de Alaniz y teniendo a Vizcaya en descansado… no se puede ser más hijo de puta,"Jan 6, 2024 · 1:59 AM UTC",relaxed,,,
@horah27,¿Que tal tigreros? Descansado hoy? Relajados? 🐯🔥❤️,"Jan 6, 2024 · 1:14 AM UTC",relaxed,,,
@MrCracker19,"Necesito ayuda, el día solo he descansado desde las 8 hasta las 12 de la mañana y hasta ahora no he dormido, he intentado dormir pero no puedo y tengo ansiedad,nerviosismo, barriga suelta, mareos... En la mierda, ¿Hay algo que me puedan recomendar?","Jan 6, 2024 · 12:41 AM UTC",relaxed,,,
@salchination,Estoy tan descansado que necesito algo que hacer,"Jan 6, 2024 · 12:28 AM UTC",relaxed,,,
@starn4m,no he descansado nads en esta semana,"Jan 6, 2024 · 12:08 AM UTC",relaxed,,,
